iso3,category,category_name,type,type_name,variable,value,units,data_type,source
AGO,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,6.999775090228984e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
ROU,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.002328628672703864,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
ROU,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.0068876309699282155,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
ROU,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
ROU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0.005231373672995536,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
ROU,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0.008108120649056257,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
ROU,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.24610844412757646,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
ROU,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0.037894100340064796,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
ROU,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0.0015580557037878733,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
ROU,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
ROU,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
RUS,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.9349423466055916,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
RUS,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.8684247330303807,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
RUS,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.24190330981072905,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
RUS,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.06964915653277436,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
RUS,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.40608074347625817,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
RUS,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0.009994443093604876,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
RUS,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0.1433177335242274,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
RUS,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,6.783820847526666,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
RUS,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.6172188943580011,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
RUS,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0.012765482583686587,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
RUS,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0.008795115950139138,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
RUS,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0.36642032571729755,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
RUS,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SAU,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.9108067339097002,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SAU,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.2134047168382787,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SAU,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.045296942603500236,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SAU,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.1264728378059467,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SAU,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.3740820702180926,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SAU,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SAU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SAU,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SAU,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.02512031606459203,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SAU,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SAU,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SAU,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SAU,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0.11413957229665672,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SDN,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.019331447121807708,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SDN,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,6.958449090850329e-4,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SDN,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.01299309631778337,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SDN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SDN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.0076845462485789695,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SDN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SDN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0.019504354782873632,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SDN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0.002297858510356546,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SDN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.004094354386476687,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SDN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SDN,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SDN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SDN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,3.579973576567156e-4,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SEN,A,Beneficial,A1,Fisheries management,subsidies_per_capita,1.1581270092264841,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SEN,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0.2711127149881799,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SEN,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.14847904059198858,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SEN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.4618172956839633,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SEN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,7.024871265695998,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SEN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,1.4057146355955081,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SEN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,1.8271101760020587,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SEN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,1.1699672550642222,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SEN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,2.820126232153174,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SEN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,1.0749252943669754,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SEN,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,1.1380512414250716,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SEN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SEN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0.13948170686170872,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SGP,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.12646769605134256,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SGP,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SGP,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0.006732931659843552,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SGP,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SGP,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SGP,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SGP,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SGP,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SGP,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0.00983073863438864,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SGP,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SGP,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SGP,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SGP,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLB,A,Beneficial,A1,Fisheries management,subsidies_per_capita,16.08381121162642,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SLB,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLB,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,5.932462947532235,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SLB,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,1.239288383231882,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SLB,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,14.621087836864985,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SLB,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLB,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,20.669183819452314,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SLB,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLB,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLB,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_capita,0.3760105897453964,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SLB,C,Ambiguous,C1,Fisher assistance,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLB,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLB,C,Ambiguous,C3,Rural fisher communities,subsidies_per_capita,0.6682529776766157,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
SLE,A,Beneficial,A1,Fisheries management,subsidies_per_capita,0.6630777913751802,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SLE,A,Beneficial,A2,Fishery research and development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLE,A,Beneficial,A3,Marine protected areas,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLE,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_capita,0.031884129914247474,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SLE,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_capita,0.044636365751591404,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SLE,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_capita,0,2018 US$/person (2018),Found no evidence of subsidy,Sumaila et al. (2019); World Bank WDI database
SLE,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_capita,0.03894352976423743,2018 US$/person (2018),Reported,Sumaila et al. (2019); World Bank WDI database
SLE,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_capita,0.45907976310019377,2018 US$/person (2018),Modeled,Sumaila et al. (2019); World Bank WDI database
